train/learning_rate,train/value_loss,time/fps,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,train/explained_variance,train/policy_loss,time/total_timesteps,time/iterations,eval/mean_reward,eval/mean_ep_length
0.0007,0.0027335179038345814,,,-0.003208514302968979,1249,,,0.900328978896141,-1.1508172974572517e-05,25000,,5.6045894,19.4
0.0007,0.00046619275235570967,1249,5.623353389999998,-0.0032031438313424587,1299,19.47,20,0.9749548491090536,-4.350858034740668e-06,26000,1300,,
0.0007,0.007686586584895849,1255,5.626648990000001,-0.003216646146029234,1399,19.61,22,0.8968305960297585,2.121389115927741e-05,28000,1400,,
0.0007,0.0019984417594969273,,,-0.002932376228272915,1499,,,0.580162525177002,4.155413535045227e-06,30000,,5.549421400000001,17.4
,,1258,5.621507319999999,,,19.4,23,,,30000,1500,,
0.0007,0.003422718495130539,1263,5.62418866,-0.0029149798210710287,1599,19.51,25,0.7621484249830246,3.05820094581577e-06,32000,1600,,
0.0007,0.0034454590640962124,1269,5.616106060000001,-0.0018611097475513816,1699,19.15,26,0.7375808656215668,-1.4842732980469009e-06,34000,1700,,
0.0007,0.002575651276856661,,,-0.0018496904522180557,1749,,,0.927375815808773,4.592302502715029e-06,35000,,5.6230794,19.6
0.0007,0.0035850186832249165,1272,5.630367270000001,-0.0017443547258153558,1799,19.52,28,0.7934494316577911,-5.426410098152701e-06,36000,1800,,
0.0007,0.0018306092824786901,1277,5.61905441,-0.001836756244301796,1899,19.37,29,0.8139131516218185,-5.346903890313115e-06,38000,1900,,
0.0007,0.00024089511134661734,,,-0.0018895696848630905,1999,,,0.9882894875481725,-1.23400036500243e-06,40000,,5.622166399999999,19.6
,,1278,5.6146420699999995,,,19.41,31,,,40000,2000,,
0.0007,0.001372702419757843,1280,5.627958270000001,-0.0019887147936969995,2099,19.65,32,0.9802769161760807,5.056279405835085e-06,42000,2100,,
0.0007,0.00032212695805355906,1282,5.611984950000001,-0.0017926737200468779,2199,19.18,34,0.969606064260006,-3.668828298941662e-07,44000,2200,,
0.0007,0.0041246977634727955,,,-0.001770136645063758,2249,,,0.8845192492008209,-8.482910743623506e-06,45000,,5.6392435999999995,20.6
0.0007,0.013464212417602539,1283,5.60191825,-0.0017699424643069506,2299,18.72,35,0.822931557893753,1.5190210433502216e-05,46000,2300,,
0.0007,0.0020097342785447836,1283,5.604046650000002,-0.0026802783831954002,2399,18.71,37,0.8943886831402779,9.590389709046576e-06,48000,2400,,
0.0007,0.004526116885244846,,,-0.004317470360547304,2499,,,0.7323406040668488,1.0054105587187223e-05,50000,,5.657133400000001,20.8
,,1285,5.623506500000001,,,19.43,38,,,50000,2500,,
0.0007,0.0008618728024885058,1286,5.62066604,-0.004477692302316427,2599,19.37,40,0.9138315543532372,7.4970848800148815e-06,52000,2600,,
0.0007,9.715017949929461e-05,1287,5.612769199999999,-0.007032056804746389,2699,19.0,41,0.990498942323029,2.5539868602209026e-06,54000,2700,,
0.0007,0.0021856301464140415,,,-0.006868644151836634,2749,,,0.8763973414897919,-2.5930790798156522e-05,55000,,5.564107399999999,17.6
0.0007,0.002099377568811178,1287,5.6084633,-0.007358749397099018,2799,19.07,43,0.8924339860677719,-2.2633254047832452e-05,56000,2800,,
0.0007,0.002983922604471445,1290,5.612994950000001,-0.004442605189979076,2899,19.39,44,0.9395714476704597,1.7956632291316055e-05,58000,2900,,
0.0007,0.0007156208739615977,,,-0.0028211858589202166,2999,,,0.9674305021762848,-5.016425802750746e-06,60000,,5.6890106000000005,21.8
,,1289,5.6095266100000005,,,19.11,46,,,60000,3000,,
0.0007,0.019621966406702995,1286,5.61788008,-0.0028365557081997395,3099,19.34,48,0.5573738813400269,3.655456021078862e-05,62000,3100,,
0.0007,0.0003572261775843799,1284,5.595181529999999,-0.0028154035098850727,3199,18.61,49,0.9584702402353287,1.894940396596212e-06,64000,3200,,
0.0007,0.0003724354028236121,,,-0.002794496715068817,3249,,,0.9879478821530938,-4.079860445926897e-06,65000,,5.603313,19.8
0.0007,0.0033111225347965956,1282,5.6174512100000005,-0.002802544739097357,3299,19.46,51,0.8919092938303947,-1.1653253750409931e-05,66000,3300,,
0.0007,0.00112138781696558,1278,5.61558258,-0.0010672628413885832,3399,19.36,53,0.8843387067317963,8.859014997142367e-07,68000,3400,,
0.0007,0.0028393655084073544,,,-0.0011048102751374245,3499,,,0.8751655668020248,-4.14774603996193e-06,70000,,5.6188608,20.4
,,1277,5.6178093900000015,,,19.19,54,,,70000,3500,,
0.0007,0.0005680310423485935,1276,5.6239745999999995,-0.001099458197131753,3599,19.38,56,0.9580985009670258,6.733645250278641e-07,72000,3600,,
0.0007,0.00019116292241960764,1259,5.611517289999998,-0.0010653067147359252,3699,19.17,58,0.9815661963075399,3.3758283279894385e-08,74000,3700,,
0.0007,0.009524728171527386,,,-0.0010522267548367381,3749,,,0.6056630313396454,-7.1486583692603745e-06,75000,,5.6566406,20.8
0.0007,0.0014279193710535765,1253,5.612958749999999,-0.0010362665634602308,3799,19.19,60,0.9293348491191864,2.80399899565964e-06,76000,3800,,
0.0007,0.00038225846947170794,1246,5.611496929999999,-0.0010575061896815896,3899,19.23,62,0.9512064270675182,-4.871175178777776e-07,78000,3900,,
0.0007,0.00034434173721820116,,,-0.0010340431472286582,3999,,,0.883966363966465,5.024990059609991e-07,80000,,5.5560476,18.4
,,1245,5.61777188,,,19.2,64,,,80000,4000,,
0.0007,0.0003724545822478831,1248,5.623653009999999,-0.001830315450206399,4099,19.54,65,0.9808884188532829,2.783565662412002e-07,82000,4100,,
0.0007,0.0011516077211126685,1251,5.616474440000002,-0.001722143031656742,4199,19.51,67,0.8997021093964577,-1.959037945198361e-06,84000,4200,,
0.0007,0.0003303118865005672,,,-0.0017410401487722993,4249,,,0.9539192207157612,-8.561495405956521e-07,85000,,5.557264,17.8
0.0007,0.002553527941927314,1252,5.60863215,-0.0017309930408373475,4299,18.87,68,0.9198722839355469,6.639135335717583e-06,86000,4300,,
0.0007,0.00034120926284231246,1255,5.617370250000002,-0.001734405173920095,4399,19.13,70,0.9797060340642929,-2.0673874132626224e-06,88000,4400,,
0.0007,0.00016368040814995766,,,-0.0016637018416076899,4499,,,0.9841238409280777,7.39284303108434e-07,90000,,5.566986,17.2
,,1256,5.620298929999999,,,19.31,71,,,90000,4500,,
0.0007,0.0009912509704008698,1258,5.618022819999998,-0.0017072692280635238,4599,19.3,73,0.9570945538580418,3.4707838949543657e-06,92000,4600,,
0.0007,0.0016013048589229584,1259,5.61040548,-0.0010075342142954469,4699,19.06,74,0.9320375248789787,2.7208327537664445e-06,94000,4700,,
0.0007,0.0009085816564038396,,,-0.0009931034874171019,4749,,,0.9477670602500439,-1.2949432175446418e-06,95000,,5.566894400000001,17.8
0.0007,0.0010980311781167984,1260,5.6166322000000015,-0.001003618584945798,4799,19.48,76,0.8329576551914215,-1.1475785868242383e-06,96000,4800,,
0.0007,0.003058156929910183,1261,5.61345794,-0.000999146606773138,4899,19.38,77,0.9392328262329102,3.907741302100476e-06,98000,4900,,
0.0007,0.003926245961338282,,,-0.0017538873944431543,4999,,,0.8554219007492065,8.291240192193072e-06,100000,,5.5533566,17.6
,,1262,5.60322312,,,18.77,79,,,100000,5000,,
0.0007,0.00019839577726088464,1264,5.624444659999999,-0.0009751355391927063,5099,19.45,80,0.9794861264526844,2.9032329962319636e-07,102000,5100,,
0.0007,0.0007662645075470209,1264,5.6263612699999985,-0.0009814982768148184,5199,19.73,82,0.9627609774470329,-1.3066947985862498e-06,104000,5200,,
0.0007,0.0003507679211907089,,,-0.0009811113122850657,5249,,,0.9809596408158541,9.765351478563389e-07,105000,,5.597649,19.0
0.0007,0.0007258146069943905,1265,5.6220206600000004,-0.0010411501862108707,5299,19.4,83,0.9713889751583338,-1.8089406239596428e-06,106000,5300,,
0.0007,0.0004723729507531971,1267,5.624091400000001,-0.0009964283090084791,5399,19.57,85,0.9779147040098906,1.4950813920222572e-06,108000,5400,,
0.0007,0.0018961357418447733,,,-0.0014069147873669863,5499,,,0.966806210577488,4.427205112733645e-06,110000,,5.576523,16.8
,,1268,5.63610625,,,19.83,86,,,110000,5500,,
0.0007,0.0021063941530883312,1269,5.610342899999999,-0.0013182268012315035,5599,18.95,88,0.8588629812002182,4.5402548494166695e-06,112000,5600,,
0.0007,0.0018919326830655336,1271,5.60728011,-0.0013322903541848063,5699,18.8,89,0.8947438150644302,-2.7324349503032863e-06,114000,5700,,
0.0007,0.0003990659024566412,,,-0.001282406970858574,5749,,,0.9623024240136147,-9.189842558043892e-07,115000,,5.726602,22.2
0.0007,0.0016644606366753578,1271,5.622046750000001,-0.0013557726051658392,5799,19.43,91,0.9289560094475746,-3.217514631614904e-06,116000,5800,,
0.0007,0.0005404174444265664,1272,5.6196570800000005,-0.0013593377079814672,5899,19.39,92,0.9866075199097395,-2.2633496428170474e-06,118000,5900,,
0.0007,0.00025614662445150316,,,-0.0012856132816523314,5999,,,0.9731758646667004,1.1106409374406212e-06,120000,,5.6459758,20.6
,,1272,5.630954370000001,,,19.62,94,,,120000,6000,,
0.0007,0.0016275675734505057,1274,5.604401720000002,-0.0013015877921134233,6099,18.82,95,0.8978025168180466,3.6448666378419148e-06,122000,6100,,
0.0007,0.004963424056768417,1275,5.613600380000001,-0.0013289020862430334,6199,19.11,97,0.9794931001961231,8.037814041017555e-06,124000,6200,,
0.0007,0.0011984843295067549,,,-0.0013172125909477472,6249,,,0.9448246248066425,-2.2000026547175366e-06,125000,,5.585865,18.8
0.0007,0.0038166444282978773,1275,5.628406270000002,-0.001251189154572785,6299,19.72,98,0.8659341782331467,-5.398897428676719e-06,126000,6300,,
0.0007,0.003197318408638239,1276,5.614426449999999,-0.0012713695177808404,6399,19.24,100,0.9132253751158714,5.330681688064942e-06,128000,6400,,
0.0007,0.0006590468692593277,,,-0.0021843682043254375,6499,,,0.960753470659256,3.2134089451574255e-06,130000,,5.5310114,16.8
,,1275,5.628442200000002,,,19.52,101,,,130000,6500,,
0.0007,0.0007157906075008214,1275,5.608573259999999,-0.001342046307399869,6599,19.17,103,0.9834035765379667,2.7581672839005478e-06,132000,6600,,
0.0007,7.047030521789566e-05,1275,5.620422540000001,-0.0013780922163277864,6699,19.45,105,0.9969678572379053,6.766518367840035e-07,134000,6700,,
0.0007,0.0012374352663755417,,,-0.0013415450230240822,6749,,,0.9226821139454842,2.8235097033757484e-06,135000,,5.6107046,19.6
0.0007,0.0008620715816505253,1275,5.63042985,-0.0013609358575195074,6799,19.66,106,0.9283711016178131,2.502762527001323e-06,136000,6800,,
0.0007,0.0006356090307235718,1276,5.635501160000001,-0.001348538207821548,6899,19.9,108,0.945040188729763,-1.663769580773078e-06,138000,6900,,
0.0007,0.00040612168959341943,,,-0.0013446141965687275,6999,,,0.9790758956223726,1.8808561890182318e-06,140000,,5.6284658,19.6
,,1276,5.63261706,,,19.83,109,,,140000,7000,,
0.0007,0.0006565844523720443,1278,5.609337690000001,-0.0013693750370293856,7099,19.08,111,0.9296335875988007,-1.6641299680486554e-06,142000,7100,,
0.0007,0.000385418621590361,1279,5.621304739999999,-0.0013638394884765148,7199,19.31,112,0.9655276089906693,1.541436404295382e-06,144000,7200,,
0.0007,0.0023966548033058643,,,-0.0013708354672417045,7249,,,0.8883709087967873,-3.1984159249986988e-06,145000,,5.6241632,20.2
0.0007,0.0007973791798576713,1279,5.614065930000001,-0.0013307040790095925,7299,19.25,114,0.9139482602477074,2.6566220867607626e-07,146000,7300,,
0.0007,0.0003326677833683789,1280,5.603546199999999,-0.0013383098412305117,7399,18.88,115,0.9718824718147516,7.982491183611273e-07,148000,7400,,
0.0007,0.0006662163650617003,,,-0.001357297645881772,7499,,,0.9630548059940338,-1.6586554920650087e-06,150000,,5.5959348,18.8
,,1280,5.62684976,,,19.48,117,,,150000,7500,,
0.0007,0.0008088081958703697,1281,5.60191364,-0.0013072063447907567,7599,18.94,118,0.9126933589577675,-6.641182039857085e-07,152000,7600,,
0.0007,0.006455594208091497,1281,5.629165830000001,-0.001313554821535945,7699,19.55,120,0.8142566382884979,7.95892901805928e-06,154000,7700,,
0.0007,0.0015924463514238596,,,-0.0012826842721551657,7749,,,0.9284418523311615,-2.524487626942573e-06,155000,,5.6464032,21.4
0.0007,0.00037934567080810666,1282,5.6269211,-0.0012971556279808283,7799,19.7,121,0.9727039448916912,4.227653391808417e-07,156000,7800,,
0.0007,0.0002688461390789598,1283,5.62103103,-0.0012496693525463343,7899,19.38,123,0.9597346559166908,-6.521441946460982e-07,158000,7900,,
0.0007,0.0005591741646640003,,,-0.0009442458976991475,7999,,,0.9804182928055525,-1.4788714679525583e-06,160000,,5.660972800000001,21.8
,,1283,5.62102145,,,19.52,124,,,160000,8000,,
0.0007,0.0007873158901929855,1283,5.616056820000001,-0.0009545295615680516,8099,19.33,126,0.9703844357281923,-1.9621691080828896e-06,162000,8100,,
0.0007,0.0025795649271458387,1283,5.6152827400000005,-0.0005860158707946539,8199,19.29,127,0.9352128133177757,-2.129412223439431e-06,164000,8200,,
0.0007,0.0013071990106254816,,,-0.0006057374994270504,8249,,,0.9387882463634014,-1.0963449312839657e-06,165000,,5.625693,20.0
0.0007,0.0003285206912551075,1281,5.627683859999999,-0.0006044644396752119,8299,19.57,129,0.9816731195896864,2.9800463607898564e-07,166000,8300,,
0.0007,0.0002177524147555232,1273,5.60181556,-0.0005960064590908587,8399,18.86,131,0.9820133130997419,-9.658894839503773e-08,168000,8400,,
0.0007,0.00030985166085883975,,,-0.0004916162579320371,8499,,,0.9815818089991808,-1.751327118881818e-07,170000,,5.594275400000001,18.6
,,1270,5.61906768,,,19.35,133,,,170000,8500,,
0.0007,0.00204645236954093,1265,5.622371990000001,-0.0004876508319284767,8599,19.16,135,0.9705725591629744,1.6707166423657327e-06,172000,8600,,
0.0007,0.0015665211249142885,1266,5.60678441,-0.0005051385378465056,8699,19.18,137,0.7530222088098526,7.774673349558725e-07,174000,8700,,
0.0007,0.0016675653168931603,,,-0.0004855729639530182,8749,,,0.9496348947286606,1.2890574225821183e-06,175000,,5.5944088,18.0
0.0007,0.0006250775186344981,1267,5.62219836,-0.0004886158858425915,8799,19.33,138,0.9540129713714123,6.566526167262055e-07,176000,8800,,
0.0007,0.00039247190579771996,1268,5.60687822,-0.0004891920834779739,8899,18.91,140,0.9690153580158949,-2.466463513428607e-07,178000,8900,,
0.0007,0.0005852829781360924,,,-0.0004889031406491995,8999,,,0.9380615912377834,3.786860816035187e-07,180000,,5.5310445999999995,17.2
,,1269,5.623218260000001,,,19.37,141,,,180000,9000,,
0.0007,0.0010334545513615012,1270,5.617007900000001,-0.0004948090063408017,9099,19.14,143,0.9596335589885712,1.0249834758724319e-06,182000,9100,,
0.0007,0.0009218467166647315,1271,5.60451499,-0.00048779387725517154,9199,18.81,144,0.9531986527144909,-8.910363931136089e-07,184000,9200,,
0.0007,0.00029281675233505666,,,-0.0004979876102879643,9249,,,0.9868324473500252,4.534621496077307e-07,185000,,5.594267,18.6
0.0007,0.002992039080709219,1271,5.608971649999998,-0.0004876675666309893,9299,19.08,146,0.8284662812948227,-1.6512552747371956e-06,186000,9300,,
0.0007,0.001327945850789547,1273,5.633346349999999,-0.000487662066007033,9399,19.88,147,0.9561700746417046,-1.12921054551407e-06,188000,9400,,
0.0007,0.0008599054999649525,,,-0.00047971043386496603,9499,,,0.9719293359667063,-9.020759534905665e-07,190000,,5.585346800000001,18.2
,,1273,5.617211209999999,,,19.42,149,,,190000,9500,,
0.0007,0.00038818776374682784,1274,5.621487439999999,-0.0004899688647128642,9599,19.54,150,0.9570697918534279,-5.606533548530024e-08,192000,9600,,
0.0007,0.0006298399530351162,1275,5.622215760000002,-0.00048137997509911656,9699,19.46,152,0.9860328547656536,-8.361130312550813e-07,194000,9700,,
0.0007,0.0013437604065984488,,,-0.0004917230689898133,9749,,,0.9817237704992294,1.29015609218186e-06,195000,,5.6314912,19.6
0.0007,0.000635050586424768,1275,5.615250069999999,-0.00047410448314622045,9799,19.47,153,0.9370694682002068,-5.747705245084944e-07,196000,9800,,
0.0007,0.0009474187390878797,1276,5.62984596,-0.0004877899191342294,9899,19.54,155,0.907704770565033,2.689143343559408e-07,198000,9900,,
0.0007,0.0013695420930162072,,,-0.0004924392560496926,9999,,,0.9693528935313225,1.2298523870413192e-06,200000,,5.6200996000000005,19.2
,,1276,5.6405962899999995,,,20.11,156,,,200000,10000,,
