rollout/ep_len_mean,train/n_updates,time/iterations,time/total_timesteps,time/fps,train/explained_variance,rollout/ep_rew_mean,train/policy_loss,train/learning_rate,time/time_elapsed,train/entropy_loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
,3499,,70000,,0.9996725424716715,,-0.0006475357804447412,0.0003,,-0.1894775629043579,0.0014151076320558786,7.8,13.0
13.44,,3500,70000,1117,,7.859999999999998,,,62,,,,
13.35,3599,3600,72000,1119,0.9991578767076135,7.845999999999998,-0.001647565164603293,0.0003,64,-0.1699763834476471,0.006164567079395056,,
13.44,3699,3700,74000,1115,0.9996437591616996,7.837999999999998,0.001027584308758378,0.0003,66,-0.1888883411884308,0.0019011752447113395,,
,3749,,75000,,0.9994415240944363,,-0.0015642825746908784,0.0003,,-0.15171989798545837,0.004292984493076801,7.8,13.0
13.43,3799,3800,76000,1087,0.9997920768219046,7.8439999999999985,0.00022826902568340302,0.0003,69,-0.14603063464164734,0.0009355532238259912,,
13.39,3899,3900,78000,1080,0.9992311450769193,7.839999999999998,0.0010281355353072286,0.0003,72,-0.17260003089904785,0.005145459435880184,,
,3999,,80000,,0.9989550156751648,,-0.02426454797387123,0.0003,,-0.17200520634651184,0.004845133516937494,7.8,13.0
13.4,,4000,80000,1060,,7.825999999999998,,,75,,,,
13.29,4099,4100,82000,1059,0.9995073279715143,7.8299999999999965,-0.0017764618387445807,0.0003,77,-0.14546309411525726,0.0050632162019610405,,
13.56,4199,4200,84000,1057,0.9978952810633928,7.865999999999998,-0.2638806700706482,0.0003,79,-0.13017380237579346,0.08252106606960297,,
,4249,,85000,,0.9998511089943349,,-0.0007344369078055024,0.0003,,-0.10896927118301392,0.0016418013256043196,7.8,13.0
13.21,4299,4300,86000,1057,0.9991660721134394,7.815999999999997,-0.0018220118945464492,0.0003,81,-0.08064337819814682,0.02025315910577774,,
13.21,4399,4400,88000,1059,0.9996144924953114,7.827999999999998,-0.0008960178820416331,0.0003,83,-0.10468002408742905,0.0032626683823764324,,
,4499,,90000,,0.9989063958637416,,-0.0013184656854718924,0.0003,,-0.10663102567195892,0.009526531212031841,7.8,13.0
13.22,,4500,90000,1060,,7.803999999999998,,,84,,,,
13.33,4599,4600,92000,1061,0.998685370432213,7.853999999999998,0.017898444086313248,0.0003,86,-0.1504746675491333,0.011165072210133076,,
13.43,4699,4700,94000,1065,0.9982080217450857,7.853999999999998,0.01999649591743946,0.0003,88,-0.15802308917045593,0.013212052173912525,,
,4749,,95000,,0.998447350692004,,-0.0003689545555971563,0.0003,,-0.12781497836112976,0.0063803354278206825,7.8,13.0
13.31,4799,4800,96000,1067,0.9996916182280984,7.845999999999998,0.001357268076390028,0.0003,89,-0.1294451206922531,0.0035718369763344526,,
13.45,4899,4900,98000,1037,0.9991973252035677,7.865999999999997,-0.004484131932258606,0.0003,94,-0.14625440537929535,0.02394799143075943,,
,4999,,100000,,0.9996818517684005,,-0.005843240302056074,0.0003,,-0.1270628720521927,0.047884322702884674,7.8,13.0
13.23,,5000,100000,1032,,7.837999999999998,,,96,,,,
13.5,5099,5100,102000,1030,0.9950310965068638,7.8519999999999985,0.027513841167092323,0.0003,99,-0.162540465593338,0.022671978920698166,,
13.39,5199,5200,104000,1024,0.9971641988959163,7.852999999999997,0.0034633975010365248,0.0003,101,-0.14843836426734924,0.014483427628874779,,
,5249,,105000,,0.9979419307783246,,-0.0028234459459781647,0.0003,,-0.11881963908672333,0.02389480173587799,7.8,13.0
13.35,5299,5300,106000,1023,0.998811062774621,7.841999999999998,-0.0011986109893769026,0.0003,103,-0.1261627972126007,0.0071868859231472015,,
13.25,5399,5400,108000,1023,0.9991705210413784,7.829999999999997,0.017420846968889236,0.0003,105,-0.10123046487569809,0.004058260470628738,,
,5499,,110000,,0.9996506612224039,,-0.0005461793043650687,0.0003,,-0.13287082314491272,0.0016440607141703367,7.8,13.0
13.21,,5500,110000,1016,,7.8269999999999955,,,108,,,,
13.32,5599,5600,112000,993,0.9998505795083474,7.843999999999998,0.0010807763319462538,0.0003,112,-0.15522050857543945,0.0017624788451939821,,
13.31,5699,5700,114000,950,0.9997388299379963,7.829999999999997,0.0011522930581122637,0.0003,119,-0.11658585071563721,0.003236428601667285,,
,5749,,115000,,0.9976548855192959,,0.04797421768307686,0.0003,,-0.15020118653774261,0.0316670760512352,7.8,13.0
13.38,5799,5800,116000,916,0.9959661662578583,7.842999999999997,0.03840416669845581,0.0003,126,-0.1181844100356102,0.020403673872351646,,
13.17,5899,5900,118000,891,0.9989731055684388,7.821999999999997,-0.07367727160453796,0.0003,132,-0.12281116098165512,0.02105923369526863,,
,5999,,120000,,0.9995400003390387,,0.022051308304071426,0.0003,,-0.10424051433801651,0.008954418823122978,7.8,13.0
13.23,,6000,120000,864,,7.829999999999997,,,138,,,,
13.2,6099,6100,122000,855,0.998034839052707,7.831999999999998,0.03637107089161873,0.0003,142,-0.12180522829294205,0.037186626344919205,,
13.3,6199,6200,124000,840,0.9973720575217158,7.837999999999999,0.010658500716090202,0.0003,147,-0.17684964835643768,0.014632175676524639,,
,6249,,125000,,0.9985079352045432,,0.01375298760831356,0.0003,,-0.14677971601486206,0.009034579619765282,7.8,13.0
13.34,6299,6300,126000,824,0.9994056517025456,7.830999999999997,0.0006676110788248479,0.0003,152,-0.12293446063995361,0.0029652363155037165,,
13.52,6399,6400,128000,811,0.9997970296099083,7.868999999999999,-0.0013697410468012094,0.0003,157,-0.22634974122047424,0.0013713984517380595,,
,6499,,130000,,0.9981207296950743,,0.030344193801283836,0.0003,,-0.1375826746225357,0.013583727180957794,7.8,13.0
13.4,,6500,130000,807,,7.821999999999998,,,160,,,,
13.33,6599,6600,132000,808,0.9997320797410794,7.833999999999996,0.00211638817563653,0.0003,163,-0.18244317173957825,0.0033019513357430696,,
13.27,6699,6700,134000,809,0.999838884381461,7.833999999999996,0.00027749763103201985,0.0003,165,-0.12432044744491577,0.0007927072001621127,,
,6749,,135000,,0.9998212602367857,,0.0002536367392167449,0.0003,,-0.11963357031345367,0.0008613837999291718,7.8,13.0
13.25,6799,6800,136000,803,0.9995622657588683,7.820999999999999,0.01075013168156147,0.0003,169,-0.08966012299060822,0.007002425845712423,,
13.27,6899,6900,138000,795,0.9989731053356081,7.826999999999998,-0.004428361542522907,0.0003,173,-0.1414242684841156,0.025960486382246017,,
,6999,,140000,,0.9969449408818036,,0.03933095186948776,0.0003,,-0.19089047610759735,0.04109109938144684,7.8,13.0
13.48,,7000,140000,791,,7.842,,,176,,,,
13.59,7099,7100,142000,791,0.9982803786406294,7.873999999999999,0.03650733083486557,0.0003,179,-0.22191974520683289,0.03521529585123062,,
13.42,7199,7200,144000,782,0.9960368052124977,7.825999999999997,-0.0016805588966235518,0.0003,183,-0.1298264116048813,0.019684378057718277,,
,7249,,145000,,0.9998469726124313,,-0.0005149282515048981,0.0003,,-0.1420738697052002,0.0010349450167268515,7.8,13.0
13.33,7299,7300,146000,773,0.9998338120640256,7.842999999999998,-0.0005331937572918832,0.0003,188,-0.1316383183002472,0.0009261871455237269,,
13.35,7399,7400,148000,771,0.9996623924816959,7.828999999999996,0.0015815310180187225,0.0003,191,-0.11760994046926498,0.00548127107322216,,
,7499,,150000,,0.9997657651256304,,0.004834414459764957,0.0003,,-0.21281632781028748,0.005222557578235865,7.8,13.0
13.44,,7500,150000,761,,7.855999999999998,,,197,,,,
13.39,7599,7600,152000,749,0.9970477977767587,7.8329999999999975,-0.0014567686012014747,0.0003,202,-0.16131892800331116,0.013398265466094017,,
13.57,7699,7700,154000,748,0.9984390628524125,7.8519999999999985,-0.004981466103345156,0.0003,205,-0.1737966537475586,0.011365791782736778,,
,7749,,155000,,0.9998082204547245,,-0.0002277403837069869,0.0003,,-0.1776299923658371,0.0007260734564624727,7.8,13.0
13.46,7799,7800,156000,750,0.9996491039346438,7.856999999999998,0.0030857068486511707,0.0003,207,-0.17416314780712128,0.004042929969727993,,
13.34,7899,7900,158000,752,0.9987108574714512,7.839999999999998,-0.001321533345617354,0.0003,210,-0.13680234551429749,0.006713428534567356,,
,7999,,160000,,0.9980180212296546,,-0.1093413382768631,0.0003,,-0.19890902936458588,0.049147699028253555,7.8,13.0
13.36,,8000,160000,752,,7.838999999999998,,,212,,,,
13.34,8099,8100,162000,750,0.9998338639707072,7.8299999999999965,0.00047827776870690286,0.0003,215,-0.13975998759269714,0.0009408500045537949,,
13.38,8199,8200,164000,751,0.9994558579637669,7.855999999999998,0.0005260437610559165,0.0003,218,-0.22408995032310486,0.002024660585448146,,
,8249,,165000,,0.9993773383903317,,0.0035527676809579134,0.0003,,-0.2283201664686203,0.005825795233249664,7.8,13.0
13.57,8299,8300,166000,751,0.9983140637632459,7.8519999999999985,0.03331059589982033,0.0003,220,-0.1577504724264145,0.016299225389957428,,
13.43,8399,8400,168000,754,0.9998671952926088,7.837999999999998,0.0010793888941407204,0.0003,222,-0.19690804183483124,0.0012403309810906649,,
,8499,,170000,,0.9983835760504007,,0.03418441861867905,0.0003,,-0.15791931748390198,0.023031961172819138,7.8,13.0
13.46,,8500,170000,756,,7.8519999999999985,,,224,,,,
13.28,8599,8600,172000,758,0.9995016470784321,7.823999999999996,-0.0015390802873298526,0.0003,226,-0.12081649154424667,0.006107675842940807,,
13.36,8699,8700,174000,760,0.9998450685525313,7.847999999999997,-0.0034453938715159893,0.0003,228,-0.13642629981040955,0.01351951528340578,,
,8749,,175000,,0.999279162264429,,-0.0059540653601288795,0.0003,,-0.1431354284286499,0.004313209559768438,7.8,13.0
13.51,8799,8800,176000,760,0.9997704950365005,7.853999999999998,0.012244807556271553,0.0003,231,-0.16050124168395996,0.006385105196386576,,
13.38,8899,8900,178000,762,0.9985020916210487,7.839999999999998,0.02139255590736866,0.0003,233,-0.16293716430664062,0.00904767494648695,,
,8999,,180000,,0.9980016709305346,,-0.0826101154088974,0.0003,,-0.13769611716270447,0.019516363739967346,7.8,13.0
13.42,,9000,180000,763,,7.839999999999999,,,235,,,,
13.37,9099,9100,182000,764,0.9980908713769168,7.853999999999998,-0.0072103640995919704,0.0003,238,-0.14498797059059143,0.025684595108032227,,
13.47,9199,9200,184000,766,0.9993371235323139,7.848999999999998,-0.007678227964788675,0.0003,240,-0.1769859492778778,0.0024054197128862143,,
,9249,,185000,,0.9993312536389567,,-0.002485108794644475,0.0003,,-0.19432243704795837,0.00520716980099678,7.8,13.0
13.57,9299,9300,186000,767,0.998289426905103,7.865999999999999,0.001938534900546074,0.0003,242,-0.2348639965057373,0.011991417966783047,,
13.58,9399,9400,188000,769,0.997419549850747,7.8409999999999975,0.02879740670323372,0.0003,244,-0.18655487895011902,0.021323716267943382,,
,9499,,190000,,0.9998743231408298,,-0.00025659185484983027,0.0003,,-0.14750251173973083,0.0006906811613589525,7.8,13.0
13.48,,9500,190000,770,,7.842999999999997,,,246,,,,
13.29,9599,9600,192000,773,0.9989299998851493,7.833999999999999,0.014049975201487541,0.0003,248,-0.1050133928656578,0.005238011013716459,,
13.42,9699,9700,194000,775,0.9984988459618762,7.852999999999997,0.025992508977651596,0.0003,250,-0.12177909910678864,0.007204357534646988,,
,9749,,195000,,0.9998960209995857,,0.0006946331122890115,0.0003,,-0.16470782458782196,0.000893385789822787,7.8,13.0
13.37,9799,9800,196000,776,0.9991885639028624,7.825999999999997,-0.0009792493656277657,0.0003,252,-0.16013915836811066,0.004403742961585522,,
13.4,9899,9900,198000,778,0.999040033610072,7.843999999999998,-0.03589320182800293,0.0003,254,-0.17737779021263123,0.007229413837194443,,
,9999,,200000,,0.9999006021971582,,-0.0002009313611779362,0.0003,,-0.1389368623495102,0.000594747718423605,7.8,13.0
13.34,,10000,200000,779,,7.841999999999997,,,256,,,,
