rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,time/episodes,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/loss,train/learning_rate
32.75,6665,0,131,0.9937775000000004,3.44145575,4,,,,,
34.875,6709,0,279,0.9867474999999997,3.128101625,8,,,,,
33.083333333333336,6562,0,397,0.9811424999999999,3.414720416666667,12,,,,,
31.75,6553,0,508,0.9758700000000001,3.40005325,16,,,,,
33.35,6666,0,667,0.9683175000000002,3.28044295,20,,,,,
33.291666666666664,6691,0,799,0.9620475000000003,3.34973175,24,,,,,
33.214285714285715,6669,0,930,0.9558249999999996,3.0819085000000004,28,,,,,
32.375,6557,0,1036,0.9507900000000004,3.21371246875,32,,,,,
32.75,6629,0,1179,0.9439975000000002,2.9823801666666667,36,,,,,
32.925,6706,0,1317,0.9374425000000005,2.647231825,40,,,,,
34.0,6732,0,1496,0.9289399999999997,2.4624435,44,,,,,
34.0,6644,0,1632,0.9224800000000005,2.506630229166667,48,,,,,
33.92307692307692,6658,0,1764,0.9162099999999995,2.5436674807692308,52,,,,,
33.75,6618,0,1890,0.9102250000000004,2.6084269464285716,56,,,,,
33.95,6594,0,2037,0.9032425000000001,2.5857772,60,,,,,
33.9375,6618,0,2172,0.8968300000000002,2.631983640625,64,,,,,
34.294117647058826,6614,0,2332,0.88923,2.529903088235294,68,,,,,
34.388888888888886,6626,0,2476,0.8823900000000006,2.595452138888889,72,,,,,
34.56578947368421,6686,0,2627,0.8752175,2.6186584736842105,76,,,,,
34.625,6752,0,2770,0.8684249999999998,2.5701186750000002,80,,,,,
34.76190476190476,6782,0,2920,0.8613000000000005,2.555726773809524,84,,,,,
34.85227272727273,6798,0,3067,0.8543175000000002,2.5973283295454546,88,,,,,
34.94565217391305,6836,0,3215,0.8472875000000005,2.603210010869565,92,,,,,
34.78125,6837,0,3339,0.8413974999999999,2.6225940624999997,96,,,,,
35.02,6850,0,3502,0.8336549999999998,2.5114975999999998,100,,,,,
35.12,6891,0,3643,0.8269575000000002,2.500371,104,,,,,
35.22,6934,0,3801,0.8194524999999996,2.3840190000000003,108,,,,,
35.37,6974,0,3934,0.8131350000000004,2.35278482,112,,,,,
35.7,7010,0,4078,0.8062949999999999,2.29072963,116,,,,,
35.58,7051,0,4225,0.7993125000000005,2.2746845,120,,,,,
36.0,7101,0,4399,0.7910475000000001,2.10056282,124,,,,,
36.19,7119,0,4549,0.7839224999999999,2.0578236000000003,128,,,,,
36.64,7112,0,4700,0.7767500000000004,2.0080408299999997,132,,,,,
36.66,7082,0,4845,0.7698624999999996,2.06519469,136,,,,,
36.45,7059,0,4962,0.764305,2.23144213,140,,,,,
,,,5000,0.7625475000000002,,,-26.817382,50.0,,,
35.89,6085,0,5085,0.7584624999999997,2.35678191,144,,,,,
35.95,6029,0,5227,0.7517174999999998,2.30218533,148,,,,,
36.06,5554,0,5370,0.7449249999999996,2.30707076,152,,,,,
36.11,5491,1,5501,0.7387025,2.24410226,156,,,,,
36.05,5519,1,5642,0.7320050000000005,2.2401848,160,,,,,
36.1,5525,1,5782,0.7253550000000002,2.22406491,164,,,,,
35.88,5545,1,5920,0.7188000000000003,2.3267060600000002,168,,,,,
36.17,5582,1,6093,0.7105825000000003,2.2552977000000003,172,,,,,
36.17,5625,1,6244,0.7034099999999999,2.24621415,176,,,,,
36.03,5659,1,6373,0.6972824999999998,2.29610981,180,,,,,
35.63,5691,1,6483,0.6920575000000003,2.33576876,184,,,,,
35.71,5733,1,6638,0.6846949999999995,2.2198330200000003,188,,,,,
35.67,5773,1,6782,0.6778550000000001,2.23158632,192,,,,,
35.83,5812,1,6922,0.6712049999999998,2.15570199,196,,,,,
35.65,5846,1,7067,0.6643175,2.26657231,200,,,,,
35.89,5890,1,7232,0.6564800000000003,2.20181146,204,,,,,
35.99,5924,1,7400,0.6484999999999997,2.1940267,208,,,,,
36.1,5955,1,7544,0.6416600000000002,2.19020584,212,,,,,
36.0,5984,1,7678,0.6352949999999997,2.27674966,216,,,,,
36.11,6017,1,7836,0.6277900000000001,2.22845828,220,,,,,
35.88,6008,1,7987,0.6206174999999996,2.27455955,224,,,,,
35.8,6010,1,8129,0.6138724999999996,2.3922207699999998,228,,,,,
35.82,6021,1,8282,0.6066050000000005,2.33262617,232,,,,,
36.05,6028,1,8450,0.598625,2.28094136,236,,,,,
36.18,6033,1,8580,0.5924499999999995,2.25029352,240,,,,,
36.19,6043,1,8704,0.58656,2.2098687600000004,244,,,,,
36.26,6060,1,8853,0.5794825,2.2258496300000004,248,,,,,
36.19,6062,1,8989,0.5730224999999999,2.25894756,252,,,,,
36.19,6064,1,9120,0.5668000000000002,2.31687116,256,,,,,
36.13,6076,1,9255,0.5603875000000005,2.35072263,260,,,,,
36.57,6114,1,9439,0.5516475000000002,2.21477319,264,,,,,
36.48,6133,1,9568,0.5455200000000001,2.2297149199999997,268,,,,,
36.23,6160,1,9716,0.5384900000000005,2.2675251,272,,,,,
36.07,6184,1,9851,0.5320774999999995,2.29327374,276,,,,,
35.88,6198,1,9961,0.5268525000000002,2.32813046,280,,,,,
,,,10000,0.5250474999999999,,,-27.2575064,50.0,,,
36.22,5722,1,10105,0.5200124999999997,2.32959834,284,,,,,
36.01,5745,1,10239,0.5136475,2.41824042,288,,,,,
36.0,5771,1,10382,0.5068549999999998,2.3803297999999997,292,,,,,
36.15,5794,1,10537,0.49949250000000023,2.34558878,296,,,,,
35.9,5813,1,10657,0.49379249999999986,2.3836939200000002,300,,,,,
35.44,5834,1,10776,0.4881399999999997,2.46467128,304,,,,,
35.41,5864,1,10941,0.48030249999999997,2.55643826,308,,,,,
35.52,5886,1,11096,0.47294000000000025,2.47117667,312,,,,,
35.54,5907,1,11232,0.46648000000000023,2.4433089399999997,316,,,,,
35.44,5931,1,11380,0.4594500000000006,2.52086501,320,,,,,
35.21,5946,1,11508,0.4533699999999997,2.5956276000000003,324,,,,,
35.04,5940,1,11633,0.4474324999999998,2.61075139,328,,,,,
34.55,5955,1,11737,0.4424925000000002,2.73381301,332,,,,,
34.09,5973,1,11859,0.4366975000000002,2.82881755,336,,,,,
34.3,5993,2,12010,0.4295249999999996,2.7540958800000004,340,,,,,
34.54,6015,2,12158,0.42249499999999995,2.7580919199999996,344,,,,,
34.37,6033,2,12290,0.41622500000000007,2.8031789899999997,348,,,,,
34.44,6054,2,12433,0.40943249999999987,2.7627701899999995,352,,,,,
34.2,6064,2,12540,0.4043500000000002,2.81046389,356,,,,,
34.5,6087,2,12705,0.3965124999999996,2.777601829999999,360,,,,,
34.26,6111,2,12865,0.38891250000000044,2.8290728400000003,364,,,,,
34.06,6124,2,12974,0.38373500000000027,2.8439657,368,,,,,
33.85,6136,2,13101,0.3777024999999997,2.8716427299999996,372,,,,,
33.99,6156,2,13250,0.37062499999999987,2.847579309999999,376,,,,,
34.52,6178,2,13413,0.36288249999999966,2.79396326,380,,,,,
34.39,6190,2,13544,0.35666,2.8122334399999995,384,,,,,
34.58,6212,2,13697,0.3493924999999999,2.7298873500000003,388,,,,,
34.61,6229,2,13843,0.34245749999999975,2.75676963,392,,,,,
34.47,6247,2,13984,0.33576000000000017,2.82815698,396,,,,,
34.66,6261,2,14123,0.3291575000000002,2.8051164999999996,400,,,,,
34.77,6278,2,14253,0.32298249999999984,2.8084701,404,,,,,
34.32,6290,2,14373,0.3172825000000006,2.8998170500000002,408,,,,,
34.12,6304,2,14508,0.31086999999999965,3.00131801,412,,,,,
34.17,6320,2,14649,0.30417250000000007,3.00520636,416,,,,,
34.16,6338,2,14796,0.2971899999999996,2.91877841,420,,,,,
34.28,6356,2,14936,0.29054000000000035,2.92033859,424,,,,,
,,,15000,0.28754749999999984,,,-27.2855142,50.0,,,
34.54,6172,2,15087,0.2833674999999998,2.9030145300000005,428,,,,,
