rollout/ep_len_mean,train/n_updates,time/iterations,time/total_timesteps,time/fps,train/explained_variance,rollout/ep_rew_mean,train/policy_loss,train/learning_rate,time/time_elapsed,train/entropy_loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
13.0,5199,5200,26000,520,0.0,7.799999999999996,2.428008428978501e-06,0.0007,49,-0.000731435720808804,0.001767933601513505,,
13.0,5299,5300,26500,520,-2.5033950805664062e-06,7.799999999999996,-0.000697020092047751,0.0007,50,-0.0007811131654307246,676.4022216796875,,
13.0,5399,5400,27000,521,0.0,7.799999999999996,2.2703447939420585e-06,0.0007,51,-0.0006847553886473179,0.00178682547993958,,
13.0,5499,5500,27500,521,-3.2186508178710938e-06,7.797999999999997,-0.0006174204172566533,0.0007,52,-0.0003754532663151622,1338.7408447265625,,
13.0,5599,5600,28000,520,0.0,7.797999999999997,1.058859879776719e-06,0.0007,53,-0.0003436002298258245,0.0018090257653966546,,
13.0,5699,5700,28500,521,-4.410743713378906e-06,7.799999999999996,-0.0009217772749252617,0.0007,54,-0.0003665949625428766,1987.273193359375,,
13.0,5799,5800,29000,522,-0.0005354881286621094,7.799999999999996,1.0771027518785559e-06,0.0007,55,-0.00034716923255473375,0.001829727552831173,,
13.0,5899,5900,29500,520,-6.198883056640625e-06,7.799999999999996,-0.001222866354510188,0.0007,56,-0.00035328709054738283,2622.233642578125,,
,5999,,30000,,-0.0008291006088256836,,1.1100175925093936e-06,0.0007,,-0.0003528689267113805,0.001849300810135901,7.8,13.0
13.0,,6000,30000,520,,7.799999999999996,,,57,,,,
13.0,6099,6100,30500,521,0.0,7.799999999999996,-0.0015207298565655947,0.0007,58,-0.00033270454150624573,3243.99072265625,,
13.0,6199,6200,31000,520,-0.0021224021911621094,7.799999999999996,1.1590159374463838e-06,0.0007,59,-0.0003606195386964828,0.0018721006345003843,,
13.0,6299,6300,31500,521,0.0,7.799999999999996,9.758853138919221e-07,0.0007,60,-0.0003275470808148384,0.001748103299178183,,
13.0,6399,6400,32000,521,-0.005634188652038574,7.799999999999996,1.2013437071800581e-06,0.0007,61,-0.0003702015383169055,0.001896416419185698,,
13.0,6499,6500,32500,522,0.0,7.799999999999996,9.817009640755714e-07,0.0007,62,-0.00032171065686270595,0.0017689976375550032,,
13.0,6599,6600,33000,522,-2.0265579223632812e-06,7.799999999999996,-0.00028765518800355494,0.0007,63,-0.0003529921523295343,676.40185546875,,
13.0,6699,6700,33500,522,0.0,7.799999999999996,9.503817750555754e-07,0.0007,64,-0.0003126444644294679,0.0017878953367471695,,
13.0,6799,6800,34000,522,-2.6226043701171875e-06,7.799999999999996,-0.0005512690986506641,0.0007,65,-0.00033616399741731584,1338.715087890625,,
13.0,6899,6900,34500,520,0.0,7.799999999999996,9.313878877037496e-07,0.0007,66,-0.00030435030930675566,0.0018090257653966546,,
,6999,,35000,,-3.337860107421875e-06,,-0.0007900958880782127,0.0007,,-0.00031727837631478906,1987.2691650390625,7.8,13.0
13.0,,7000,35000,521,,7.799999999999996,,,67,,,,
13.0,7099,7100,35500,520,-0.0002377033233642578,7.799999999999996,9.219891694556281e-07,0.0007,68,-0.0002976194955408573,0.00183053535874933,,
13.0,7199,7200,36000,518,-5.0067901611328125e-06,7.799999999999996,-0.001004495657980442,0.0007,69,-0.00029621453722938895,2622.229248046875,,
13.0,7299,7300,36500,517,-0.00077056884765625,7.799999999999996,9.191556387122546e-07,0.0007,70,-0.0002934035728685558,0.0018492813687771559,,
13.0,7399,7400,37000,516,0.0,7.799999999999996,-0.0011948577594012022,0.0007,71,-0.0002707956009544432,3243.98291015625,,
13.0,7499,7500,37500,516,-0.0016503334045410156,7.799999999999996,9.246659828932025e-07,0.0007,72,-0.0002926885208580643,0.0018716439371928573,,
13.0,7599,7600,38000,515,1.1920928955078125e-07,7.799999999999996,7.590219865960535e-07,0.0007,73,-0.00026204960886389017,0.0017481030663475394,,
13.0,7699,7700,38500,514,-0.004459500312805176,7.799999999999996,9.527495308248035e-07,0.0007,74,-0.00029606156749650836,0.0018951573874801397,,
13.0,7799,7800,39000,514,0.0,7.799999999999996,7.635452448084834e-07,0.0007,75,-0.00025582616217434406,0.0017689976375550032,,
13.0,7899,7900,39500,514,-1.6689300537109375e-06,7.799999999999996,-0.00022126897238194942,0.0007,76,-0.00028108322294428945,676.4000854492188,,
,7999,,40000,,0.0,,7.431660264956008e-07,0.0007,,-0.0002489096950739622,0.0017878953367471695,7.8,13.0
13.0,,8000,40000,513,,7.799999999999996,,,77,,,,
13.0,8099,8100,40500,514,-2.1457672119140625e-06,7.799999999999996,-0.0004189498140476644,0.0007,78,-0.0002694605791475624,1338.71337890625,,
13.0,8199,8200,41000,512,-1.1920928955078125e-07,7.799999999999996,7.281561806848913e-07,0.0007,80,-0.00024369676248170435,0.0018101020250469446,,
13.0,8299,8300,41500,509,-2.6226043701171875e-06,7.799999999999996,-0.0006254900945350528,0.0007,81,-0.00025616883067414165,1987.2669677734375,,
13.0,8399,8400,42000,508,-0.0002377033233642578,7.799999999999996,7.248150950545096e-07,0.0007,82,-0.00024081130686681718,0.00183053535874933,,
13.0,8499,8500,42500,509,-4.0531158447265625e-06,7.799999999999996,-0.0007861253106966615,0.0007,83,-0.00024039880372583866,2622.2255859375,,
13.0,8599,8600,43000,508,-0.0005924701690673828,7.799999999999996,7.160538189054932e-07,0.0007,84,-0.00023826080723665655,0.001849103718996048,,
13.0,8699,8700,43500,509,0.0,7.799999999999996,-0.000977610470727086,0.0007,85,-0.0002221056929556653,3243.979736328125,,
13.0,8799,8800,44000,508,-0.0014150142669677734,7.799999999999996,7.426842785207555e-07,0.0007,86,-0.00024050851061474532,0.0018714457983151078,,
13.0,8899,8900,44500,505,0.0,7.798999999999998,3.7996261426087585e-07,0.0007,88,-0.00013217459490988404,0.001931897597387433,,
,8999,,45000,,-0.0038373470306396484,,4.527535111265024e-07,0.0007,,-0.00015015552344266325,0.0019283697474747896,7.8,13.0
13.0,,9000,45000,502,,7.798999999999996,,,89,,,,
13.0,9099,9100,45500,497,0.0,7.798999999999996,3.6423915616978775e-07,0.0007,91,-0.00013190883328206837,0.0017753889551386237,,
13.0,9199,9200,46000,496,-1.6689300537109375e-06,7.799999999999996,-0.00011063561396440491,0.0007,92,-0.00014783316873945296,676.3858032226562,,
13.0,9299,9300,46500,492,0.0,7.799999999999996,3.655314628758788e-07,0.0007,94,-0.0001320183218922466,0.0017878953367471695,,
13.0,9399,9400,47000,489,-1.7881393432617188e-06,7.799999999999996,-0.00022050617553759366,0.0007,96,-0.0001451507123420015,1338.70703125,,
13.0,9499,9500,47500,488,0.0,7.799999999999996,3.677930635603843e-07,0.0007,97,-0.0001324858021689579,0.0018101020250469446,,
13.0,9599,9600,48000,488,-2.2649765014648438e-06,7.799999999999996,-0.00032920559169724584,0.0007,98,-0.00014146468311082572,1987.257568359375,,
13.0,9699,9700,48500,489,-0.0002377033233642578,7.799999999999996,3.821010068350006e-07,0.0007,99,-0.00013363458856474608,0.00183053535874933,,
13.0,9799,9800,49000,489,-3.337860107421875e-06,7.799999999999996,-0.00043673618347384036,0.0007,100,-0.00013599694648291916,2622.21435546875,,
13.0,9899,9900,49500,489,-0.0005924701690673828,7.799999999999996,3.939186683510343e-07,0.0007,101,-0.00013548371498472989,0.001849103718996048,,
,9999,,50000,,0.0,,-0.0005431158351711929,0.0007,,-0.00012773755588568747,3243.96728515625,7.8,13.0
13.0,,10000,50000,489,,7.799999999999996,,,102,,,,
13.0,10099,10100,50500,489,-0.0011186599731445312,7.799999999999996,4.0874232354326523e-07,0.0007,103,-0.0001384421339025721,0.001872142544016242,,
13.0,10199,10200,51000,487,1.1920928955078125e-07,7.799999999999996,3.6143904935670434e-07,0.0007,104,-0.0001268918567802757,0.0017481030663475394,,
13.0,10299,10300,51500,487,-0.0034017562866210938,7.799999999999996,4.310931274176255e-07,0.0007,105,-0.00014373201702255756,0.0018939580768346786,,
13.0,10399,10400,52000,487,0.0,7.799999999999996,3.635929601841781e-07,0.0007,106,-0.00012631152640096843,0.0017689976375550032,,
13.0,10499,10500,52500,487,-1.3113021850585938e-06,7.799999999999996,-9.95633308775723e-05,0.0007,107,-0.0001396213483531028,676.3967895507812,,
13.0,10599,10600,53000,488,0.0,7.799999999999996,3.4108143154298887e-07,0.0007,108,-0.00012385874288156629,0.0017878953367471695,,
13.0,10699,10700,53500,489,-1.430511474609375e-06,7.799999999999996,-0.00019845226779580116,0.0007,109,-0.00013526753173209727,1338.7073974609375,,
13.0,10799,10800,54000,490,1.1920928955078125e-07,7.799999999999996,3.4319174346819636e-07,0.0007,110,-0.00012314680498093367,0.001810101792216301,,
13.0,10899,10900,54500,491,-2.1457672119140625e-06,7.799999999999996,-0.00029628307675011456,0.0007,110,-0.00013075389142613858,1987.2572021484375,,
,10999,,55000,,-0.0002377033233642578,,3.4511563740124984e-07,0.0007,,-0.00012315988715272397,0.00183053535874933,7.8,13.0
13.0,,11000,55000,491,,7.799999999999996,,,111,,,,
13.0,11099,11100,55500,489,-2.9802322387695312e-06,7.799999999999996,-0.0003930618113372475,0.0007,113,-0.0001250201603397727,2622.21435546875,,
13.0,11199,11200,56000,489,-0.0004144906997680664,7.799999999999996,3.5673281217896147e-07,0.0007,114,-0.00012441327271517366,0.00184892606921494,,
13.0,11299,11300,56500,489,0.0,7.799999999999996,-0.0004888043622486293,0.0007,115,-0.0001170511677628383,3243.96875,,
13.0,11399,11400,57000,489,-0.0011192560195922852,7.799999999999996,3.7885169490436965e-07,0.0007,116,-0.0001270817156182602,0.0018722027307376266,,
13.0,11499,11500,57500,489,1.1920928955078125e-07,7.799999999999996,3.2529513305235014e-07,0.0007,117,-0.00011622269084909931,0.0017481030663475394,,
13.0,11599,11600,58000,489,-0.00281369686126709,7.799999999999996,3.934086691970151e-07,0.0007,118,-0.0001318771974183619,0.0018932183738797903,,
13.0,11699,11700,58500,489,1.1920928955078125e-07,7.799999999999996,3.2723363574405084e-07,0.0007,119,-0.00011578972771530971,0.0017689976375550032,,
13.0,11799,11800,59000,490,-1.0728836059570312e-06,7.799999999999996,-9.958694136003032e-05,0.0007,120,-0.00012912276724819094,676.3966064453125,,
13.0,11899,11900,59500,491,0.0,7.799999999999996,3.289783307991456e-07,0.0007,121,-0.00011565330351004377,0.0017878953367471695,,
,11999,,60000,,-1.430511474609375e-06,,-0.00019846422947011888,0.0007,,-0.0001267148181796074,1338.7076416015625,7.8,13.0
13.0,,12000,60000,490,,7.799999999999996,,,122,,,,
13.0,12099,12100,60500,491,1.1920928955078125e-07,7.799999999999996,3.3101377994171344e-07,0.0007,123,-0.00011522787099238485,0.001810101792216301,,
13.0,12199,12200,61000,492,-2.0265579223632812e-06,7.799999999999996,-0.00026336064911447465,0.0007,123,-0.0001213402283610776,1987.2572021484375,,
13.0,12299,12300,61500,493,-0.00011873245239257812,7.799999999999996,3.2539060157432687e-07,0.0007,124,-0.00011437603825470433,0.00183043722063303,,
13.0,12399,12400,62000,493,-2.6226043701171875e-06,7.799999999999996,-0.0003493873809929937,0.0007,125,-0.00011556797835510224,2622.212646484375,,
13.0,12499,12500,62500,493,-0.0004144906997680664,7.799999999999996,3.270209276706737e-07,0.0007,126,-0.00011501918925205246,0.001848926185630262,,
13.0,12599,12600,63000,493,0.0,7.799999999999996,-0.00043449262739159167,0.0007,127,-0.0001078585846698843,3243.96630859375,,
13.0,12699,12700,63500,492,-0.0011192560195922852,7.799999999999996,3.4144983374062576e-07,0.0007,128,-0.00011717702727764845,0.0018722027307376266,,
13.0,12799,12800,64000,492,1.1920928955078125e-07,7.799999999999996,2.892373913709889e-07,0.0007,129,-0.00010690178169170395,0.0017491612816229463,,
13.0,12899,12900,64500,492,-0.002579808235168457,7.799999999999996,3.708621818532265e-07,0.0007,130,-0.00012163619976490736,0.0018931394442915916,,
,12999,,65000,,0.0,,2.9087436814734247e-07,0.0007,,-0.0001061505390680395,0.0017689976375550032,7.8,13.0
13.0,,13000,65000,492,,7.799999999999996,,,131,,,,
13.0,13099,13100,65500,492,-9.5367431640625e-07,7.799999999999996,-8.851833263179287e-05,0.0007,133,-0.00011844964319607243,676.3963012695312,,
13.0,13199,13200,66000,491,0.0,7.799999999999996,2.9242517030070303e-07,0.0007,134,-0.00010589254088699818,0.0017878953367471695,,
13.0,13299,13300,66500,489,-1.1920928955078125e-06,7.799999999999996,-0.00017641021986491978,0.0007,135,-0.00011618372809607536,1338.7066650390625,,
13.0,13399,13400,67000,487,0.0,7.799999999999996,2.942344394796237e-07,0.0007,137,-0.00010608269076328725,0.0018101020250469446,,
13.0,13499,13500,67500,486,-1.7881393432617188e-06,7.799999999999996,-0.0002633677504491061,0.0007,138,-0.0001130005475715734,1987.255615234375,,
13.0,13599,13600,68000,486,-0.0002377033233642578,7.799999999999996,2.9588304073513427e-07,0.0007,139,-0.00010673742508515716,0.00183053535874933,,
13.0,13699,13700,68500,485,-2.5033950805664062e-06,7.799999999999996,-0.00034938976750709116,0.0007,141,-0.000108672960777767,2622.2119140625,,
13.0,13799,13800,69000,485,-0.0002961158752441406,7.799999999999996,3.096612886110961e-07,0.0007,141,-0.00010829708480741829,0.0018488276982679963,,
13.0,13899,13900,69500,485,0.0,7.799999999999996,-0.0004344925400801003,0.0007,143,-0.00010221936827292666,3243.96484375,,
,13999,,70000,,-0.001119852066040039,,3.2156435736396816e-07,0.0007,,-0.00011079083196818829,0.0018722626846283674,7.8,13.0
13.0,,14000,70000,485,,7.799999999999996,,,144,,,,
13.0,14099,14100,70500,486,0.0,7.799999999999996,2.5308273166047e-07,0.0007,144,-9.999504254665226e-05,0.0017491612816229463,,
13.0,14199,14200,71000,487,-0.0024622678756713867,7.799999999999996,3.3577435942788725e-07,0.0007,145,-0.00011380983050912619,0.001892919302918017,,
13.0,14299,14300,71500,487,0.0,7.799999999999996,2.545151005506341e-07,0.0007,146,-9.878205310087651e-05,0.0017689976375550032,,
13.0,14399,14400,72000,488,-9.5367431640625e-07,7.799999999999996,-7.743091555312276e-05,0.0007,147,-0.00011071209155488759,676.3961791992188,,
13.0,14499,14500,72500,489,0.0,7.799999999999996,2.5587203822396987e-07,0.0007,148,-9.802493877941743e-05,0.0017878953367471695,,
13.0,14599,14600,73000,490,-1.0728836059570312e-06,7.799999999999996,-0.00015435152454301715,0.0007,148,-0.00010760586883407086,1338.70654296875,,
13.0,14699,14700,73500,490,0.0,7.799999999999996,2.574551558609528e-07,0.0007,149,-9.777727245818824e-05,0.0018101020250469446,,
13.0,14799,14800,74000,490,-1.430511474609375e-06,7.799999999999996,-0.0002304428198840469,0.0007,150,-0.00010431183181935921,1987.2545166015625,,
13.0,14899,14900,74500,490,-0.00011873245239257812,7.799999999999996,2.711390720833151e-07,0.0007,151,-9.82792116701603e-05,0.0018304374534636736,,
,14999,,75000,,-2.384185791015625e-06,,-0.00030571542447432876,0.0007,,-9.982949268305674e-05,2622.2119140625,7.8,13.0
13.0,,15000,75000,490,,7.799999999999996,,,152,,,,
13.0,15099,15100,75500,490,-0.0002961158752441406,7.799999999999996,2.8238719096407294e-07,0.0007,153,-9.954611596185714e-05,0.0018488276982679963,,
13.0,15199,15200,76000,491,0.0,7.799999999999996,-0.00038018092163838446,0.0007,154,-9.36584037845023e-05,3243.96435546875,,
13.0,15299,15300,76500,491,-0.0007064342498779297,7.799999999999996,2.916320340773382e-07,0.0007,155,-0.00010182384721701965,0.00187176582403481,,
13.0,15399,15400,77000,491,0.0,7.799999999999996,2.5308273166047e-07,0.0007,156,-9.315777424490079e-05,0.0017491612816229463,,
13.0,15499,15500,77500,491,-0.0022279024124145508,7.799999999999996,3.0569918862966006e-07,0.0007,157,-0.00010589500743662938,0.0018927199998870492,,
13.0,15599,15600,78000,491,0.0,7.799999999999996,2.545151005506341e-07,0.0007,158,-9.290022717323154e-05,0.0017689976375550032,,
13.0,15699,15700,78500,491,-7.152557373046875e-07,7.799999999999996,-7.744973117951304e-05,0.0007,159,-0.00010399192979093641,676.3963012695312,,
13.0,15799,15800,79000,491,0.0,7.799999999999996,2.5587203822396987e-07,0.0007,160,-9.281950042350218e-05,0.0017878953367471695,,
13.0,15899,15900,79500,491,-9.5367431640625e-07,7.799999999999996,-0.0001543562684673816,0.0007,161,-0.00010206036677118391,1338.70654296875,,
,15999,,80000,,0.0,,2.574551558609528e-07,0.0007,,-9.303334809374064e-05,0.0018101020250469446,7.8,13.0
13.0,,16000,80000,491,,7.799999999999996,,,162,,,,
13.0,16099,16100,80500,492,-1.430511474609375e-06,7.799999999999996,-0.0002304452209500596,0.0007,163,-9.927545761456713e-05,1987.254638671875,,
13.0,16199,16200,81000,492,-0.00011873245239257812,7.799999999999996,2.588925838153955e-07,0.0007,164,-9.365785808768123e-05,0.0018304374534636736,,
13.0,16299,16300,81500,493,-2.0265579223632812e-06,7.799999999999996,-0.00030571542447432876,0.0007,165,-9.547113586449996e-05,2622.2119140625,,
13.0,16399,16400,82000,493,-0.00023639202117919922,7.799999999999996,2.72566012426978e-07,0.0007,166,-9.510706877335906e-05,0.001849836902692914,,
13.0,16499,16500,82500,494,-1.1920928955078125e-07,7.799999999999996,-0.00038018086343072355,0.0007,166,-8.976017852546647e-05,3243.963623046875,,
13.0,16599,16600,83000,495,-0.0005295276641845703,7.799999999999996,2.741617208812386e-07,0.0007,167,-9.737501386553049e-05,0.001871587010100484,,
13.0,16699,16700,83500,495,1.1920928955078125e-07,7.799999999999996,2.3852408048696816e-07,0.0007,168,-8.847809658618644e-05,0.0017491612816229463,,
13.0,16799,16800,84000,496,-0.002051711082458496,7.799999999999996,2.9814310664733057e-07,0.0007,169,-0.00010045780800282955,0.0018925402546301484,,
13.0,16899,16900,84500,497,1.1920928955078125e-07,7.799999999999996,2.1815579032136156e-07,0.0007,169,-8.691570837981999e-05,0.0017689976375550032,,
,16999,,85000,,-7.152557373046875e-07,,-6.637170736212283e-05,0.0007,,-9.748627053340897e-05,676.3959350585938,7.8,13.0
13.0,,17000,85000,497,,7.799999999999996,,,170,,,,
13.0,17099,17100,85500,498,0.0,7.799999999999996,2.19318891936382e-07,0.0007,171,-8.620310836704448e-05,0.0017878953367471695,,
13.0,17199,17200,86000,498,-9.5367431640625e-07,7.799999999999996,-0.0001322975440416485,0.0007,172,-9.489154035691172e-05,1338.7059326171875,,
13.0,17299,17300,86500,499,0.0,7.799999999999996,2.3285383576876484e-07,0.0007,173,-8.615291153546423e-05,0.0018101021414622664,,
13.0,17399,17400,87000,499,-1.5497207641601562e-06,7.799999999999996,-0.00019752276421058923,0.0007,174,-9.16701610549353e-05,1987.254150390625,,
13.0,17499,17500,87500,500,0.0,7.799999999999996,2.3414929728460265e-07,0.0007,174,-8.640956366434693e-05,0.0018303394317626953,,
13.0,17599,17600,88000,501,-2.0265579223632812e-06,7.799999999999996,-0.0002620410523377359,0.0007,175,-8.787950355326757e-05,2622.2109375,,
13.0,17699,17700,88500,501,-0.000118255615234375,7.799999999999996,2.4527892605874513e-07,0.0007,176,-8.761772915022448e-05,0.0018497382989153266,,
13.0,17799,17800,89000,502,-1.1920928955078125e-07,7.799999999999996,-0.0003258693323004991,0.0007,177,-8.239180169766769e-05,3243.963623046875,,
13.0,17899,17900,89500,503,-0.0007064342498779297,7.799999999999996,2.542337540489825e-07,0.0007,177,-8.970357885118574e-05,0.00187176582403481,,
,17999,,90000,,0.0,,2.169280577390964e-07,0.0007,,-8.190365770133212e-05,0.0017491612816229463,7.8,13.0
13.0,,18000,90000,503,,7.799999999999996,,,178,,,,
13.0,18099,18100,90500,504,-0.0021113157272338867,7.799999999999996,2.731474069150863e-07,0.0007,179,-9.339553071185946e-05,0.0018926806515082717,,
13.0,18199,18200,91000,504,0.0,7.799999999999996,2.1815576189965213e-07,0.0007,180,-8.161716687027365e-05,0.0017689976375550032,,
13.0,18299,18300,91500,505,-9.5367431640625e-07,7.799999999999996,-6.638111517531797e-05,0.0007,181,-9.158825560007244e-05,676.3953857421875,,
