train/learning_rate,train/value_loss,time/fps,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,train/explained_variance,train/policy_loss,time/total_timesteps,time/iterations,eval/mean_reward,eval/mean_ep_length
0.0003,0.008699958212673664,755,3.5026754,-1.93975830078125,99,31.8,0,0.13847678899765015,-0.11818723380565643,500,100,,
0.0003,0.16731779277324677,784,3.131766517241379,-1.8796813488006592,199,33.89655172413793,1,0.14382249116897583,-0.6606162786483765,1000,200,,
0.0003,0.0554552786052227,812,3.6981410222222224,-1.6615225076675415,299,32.666666666666664,1,-0.3282613754272461,0.29203367233276367,1500,300,,
0.0003,0.021312186494469643,826,4.140912704918033,-1.0843149423599243,399,32.278688524590166,2,-0.9112412929534912,0.08800822496414185,2000,400,,
0.0003,0.14827747642993927,836,4.5390306075949365,-0.8612161874771118,499,31.645569620253166,2,-15.689582824707031,-0.21009230613708496,2500,500,,
0.0003,0.005006128456443548,843,4.778950724489796,-0.4175313413143158,599,30.387755102040817,3,-20.704761505126953,0.018589770421385765,3000,600,,
0.0003,0.0014891934115439653,847,5.389313160000001,-0.27345961332321167,699,27.03,4,-38.955589294433594,0.0018843490397557616,3500,700,,
0.0003,5.776136875152588,845,5.70910396,-0.25340452790260315,799,24.1,4,-0.5648764371871948,-0.10706464946269989,4000,800,,
0.0003,3.239724636077881,849,5.67678901,-0.1900913268327713,899,21.43,5,-1.2133450508117676,-0.052939705550670624,4500,900,,
0.0003,0.10568861663341522,,,-0.2793004512786865,999,,,-1.4707279205322266,0.02109156921505928,5000,,5.6652546,21.8
,,839,5.636323950000001,,,19.94,5,,,5000,1000,,
0.0003,0.0018941297894343734,837,5.6515887199999995,-0.24526062607765198,1099,20.13,6,0.9138159453868866,-0.00012257481284905225,5500,1100,,
0.0003,0.025331998243927956,837,5.644374030000002,-0.2762018144130707,1199,20.29,7,-0.433529257774353,-0.208535835146904,6000,1200,,
0.0003,0.008895828388631344,840,5.666381149999999,-0.37939637899398804,1299,20.81,7,-0.9099016189575195,-0.2169201374053955,6500,1300,,
0.0003,0.007101336028426886,842,5.68307706,-0.4144960939884186,1399,21.3,8,0.7385959327220917,-0.0026305238716304302,7000,1400,,
0.0003,0.002889324678108096,841,5.687102860000001,-0.5030598640441895,1499,21.43,8,-20.806211471557617,-0.028862327337265015,7500,1500,,
0.0003,0.0004127287247683853,841,5.70218649,-0.5016447305679321,1599,21.62,9,-0.024283170700073242,0.011467923410236835,8000,1600,,
0.0003,0.0005247713415883482,843,5.71731486,-0.3750082552433014,1699,21.9,10,-4.908997058868408,-0.0020427124109119177,8500,1700,,
