train/learning_rate,train/value_loss,time/fps,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,train/explained_variance,train/policy_loss,time/total_timesteps,time/iterations,eval/mean_reward,eval/mean_ep_length
0.0007,0.0012425535824149847,1275,5.613639889999999,-0.004387362860143185,1799,19.19,28,-2.4889655113220215,9.596174095349852e-06,36000,1800,,
0.0007,0.0045588151551783085,1272,5.628819270000001,-0.004513740073889494,1899,19.57,29,0.748637318611145,-2.4629387553432025e-05,38000,1900,,
0.0007,0.00043455473496578634,,,-0.002696708543226123,1999,,,0.733818769454956,3.6831006582360715e-06,40000,,5.60286,19.0
,,1270,5.599280120000002,,,18.93,31,,,40000,2000,,
0.0007,0.009259073995053768,1274,5.607815540000001,-0.002607464324682951,2099,19.0,32,0.635919451713562,-2.0527599190245382e-05,42000,2100,,
0.0007,0.0005037157097831368,1277,5.606625310000001,-0.0027198861353099346,2199,19.02,34,0.5991787612438202,3.329226046844269e-06,44000,2200,,
0.0007,0.00031556282192468643,,,-0.002652354072779417,2249,,,0.9813754484057426,4.142305442655925e-06,45000,,5.6152864,19.4
0.0007,0.00044491078006103635,1280,5.616383389999999,-0.002572133671492338,2299,19.37,35,0.4773511290550232,-2.0535658222797792e-06,46000,2300,,
0.0007,0.0003415482642594725,1285,5.609169720000001,-0.00273365480825305,2399,19.11,37,0.830811932682991,2.251719934065477e-06,48000,2400,,
0.0007,0.00016874304856173694,,,-0.0026055225171148777,2499,,,0.921323224902153,9.000206659948162e-07,50000,,5.6473234,20.2
,,1286,5.6373672699999995,,,19.77,38,,,50000,2500,,
0.0007,0.007034778594970703,1288,5.628176089999999,-0.0025492114946246147,2599,19.37,40,0.17515116930007935,1.806127511372324e-05,52000,2600,,
0.0007,0.008267691358923912,1284,5.61338851,-0.004356196615844965,2699,19.25,42,-0.5653740167617798,3.477594145806506e-05,54000,2700,,
0.0007,0.003980664070695639,,,-0.002796123269945383,2749,,,0.7691151052713394,-1.5477326087420806e-05,55000,,5.5402356,16.8
0.0007,0.0004540630034171045,1278,5.599963690000002,-0.0023658773861825466,2799,18.5,43,0.8213386088609695,4.4652082920038083e-07,56000,2800,,
0.0007,0.00025530921993777156,1276,5.61841881,-0.0023412734735757113,2899,19.39,45,0.9116635471582413,1.7023330656229518e-06,58000,2900,,
0.0007,0.001822053105570376,,,-0.0024250787682831287,2999,,,0.7587604820728302,-5.993683316773968e-06,60000,,5.6276025999999995,19.2
,,1277,5.61417659,,,19.19,46,,,60000,3000,,
0.0007,9.466097981203347e-05,1280,5.59875175,-0.0022770508658140898,3099,18.65,48,0.9710341896861792,-1.4201665408108965e-06,62000,3100,,
0.0007,0.0003411020152270794,1282,5.609597959999999,-0.0022925545927137136,3199,19.15,49,0.8558916449546814,2.754176477992587e-07,64000,3200,,
0.0007,0.0005612046224996448,,,-0.00223468872718513,3249,,,0.7586693316698074,-2.2299689135252265e-06,65000,,5.6072802,19.8
0.0007,0.00019347775378264487,1285,5.614177940000002,-0.0022767228074371815,3299,19.1,51,0.9025331139564514,-1.7350569123664172e-06,66000,3300,,
0.0007,0.0007158935768529773,1288,5.62676308,-0.0030568346846848726,3399,19.57,52,0.8762610703706741,-5.91501247981796e-06,68000,3400,,
0.0007,0.005263986065983772,,,-0.00492571946233511,3499,,,0.22626447677612305,3.0271854484453797e-05,70000,,5.637427399999999,19.0
,,1289,5.6285593800000004,,,19.63,54,,,70000,3500,,
0.0007,0.001322245690971613,1290,5.63908274,-0.0034277569502592087,3599,20.1,55,0.7498399615287781,8.793445260835142e-08,72000,3600,,
0.0007,8.174248068826273e-05,1289,5.610557819999998,-0.003910108935087919,3699,19.07,57,0.9692488387227058,1.542601921755704e-06,74000,3700,,
0.0007,0.0008112718351185322,,,-0.0022945995442569256,3749,,,0.8740646690130234,-4.117430762562435e-06,75000,,5.6416667999999985,19.8
0.0007,0.000353919283952564,1287,5.610057289999999,-0.0029686675406992435,3799,19.17,59,0.8812042102217674,2.5172116693283897e-06,76000,3800,,
0.0007,0.00020224772742949426,1288,5.61291287,-0.002936758566647768,3899,19.15,60,0.9414472170174122,1.7284397699768306e-06,78000,3900,,
0.0007,0.0006212518783286214,,,-0.0021795653738081455,3999,,,-0.40070271492004395,-4.0061213439912535e-06,80000,,5.5914184,18.4
,,1289,5.61174102,,,19.07,62,,,80000,4000,,
0.0007,0.000495144457090646,1291,5.611141310000001,-0.00224024779163301,4099,19.04,63,0.8616846650838852,-1.4562068884060864e-07,82000,4100,,
0.0007,0.00031966838287189603,1293,5.62566874,-0.005034123547375202,4199,19.63,64,0.812300369143486,-4.388467914395733e-06,84000,4200,,
0.0007,0.0008182382443919778,,,-0.005030233412981033,4249,,,-0.7679513692855835,3.389292487554485e-06,85000,,5.630797800000001,20.2
0.0007,0.0014352848520502448,1293,5.632056329999999,-0.004838679917156696,4299,19.73,66,0.465082585811615,1.4523228855978232e-05,86000,4300,,
0.0007,0.0014652765821665525,1294,5.61488913,-0.006686259061098099,4399,19.28,67,-1.2767643928527832,1.2783675629179925e-05,88000,4400,,
0.0007,0.0003529249515850097,,,-0.005596487317234278,4499,,,0.40654808282852173,7.02995021129027e-06,90000,,5.5735318,18.0
,,1293,5.62207943,,,19.45,69,,,90000,4500,,
0.0007,0.0009574537398293614,1294,5.598122289999999,-0.008655422367155552,4599,18.54,71,0.8261060863733292,2.4348320948774926e-05,92000,4600,,
0.0007,0.0010955159086734056,1296,5.619899340000001,-0.008633757941424847,4699,19.2,72,0.7714873552322388,2.848118674592115e-05,94000,4700,,
0.0007,0.00019606978457886726,,,-0.01523367315530777,4749,,,0.9574824087321758,2.1888046831008978e-05,95000,,5.554262400000001,17.2
0.0007,0.0002489477046765387,1297,5.60596126,-0.030526384711265564,4799,18.87,73,0.9135065749287605,0.0001420319895260036,96000,4800,,
0.0007,0.013744408264756203,1298,5.4384846499999995,-0.2976172864437103,4899,22.69,75,0.1088072657585144,0.014201288111507893,98000,4900,,
0.0007,0.021520957350730896,,,-0.11309130489826202,4999,,,0.7184496819972992,-0.002872288692742586,100000,,2.5,50.0
,,1298,4.17307096,,,34.63,77,,,100000,5000,,
0.0007,0.00017971049237530679,1299,2.8913703199999996,-0.3282942771911621,5099,46.43,78,0.9869135292246938,0.005606114864349365,102000,5100,,
0.0007,0.0007846198277547956,1299,2.41861512,-0.6450746059417725,5199,50.0,80,0.8681302815675735,0.0008878055959939957,104000,5200,,
0.0007,0.004450390115380287,,,-0.6176711320877075,5249,,,0.8759352937340736,-0.019493060186505318,105000,,2.5,50.0
0.0007,0.09587746858596802,1298,2.48344626,-0.6510018110275269,5299,49.96,81,-1.4791722297668457,0.16044262051582336,106000,5300,,
0.0007,0.004087562672793865,1299,2.4407888399999997,-0.5741202235221863,5399,49.96,83,0.9758841060101986,0.035007327795028687,108000,5400,,
0.0007,0.00029771795379929245,,,-0.7753027677536011,5499,,,0.9945420143194497,-0.004026918206363916,110000,,2.5,50.0
,,1298,2.34659593,,,49.97,84,,,110000,5500,,
0.0007,0.003908335231244564,1299,2.3612960800000002,-0.43381810188293457,5599,50.0,86,0.9808215908706188,0.031760867685079575,112000,5600,,
0.0007,0.0010917434701696038,1301,2.39562054,-0.331779807806015,5699,50.0,87,0.9976621721871197,-0.008257611654698849,114000,5700,,
0.0007,0.0016849103849381208,,,-0.1958630234003067,5749,,,0.9901373852044344,0.0011979646515101194,115000,,2.5,50.0
0.0007,0.00016238304669968784,1299,2.4866524599999997,-0.261233389377594,5799,50.0,89,0.9977610833011568,0.002590904477983713,116000,5800,,
0.0007,0.017063554376363754,1300,2.54496613,-0.24676330387592316,5899,50.0,90,0.9730807561427355,0.04457591101527214,118000,5900,,
0.0007,0.0006413259543478489,,,-0.21643495559692383,5999,,,0.997218337841332,-0.0011051063193008304,120000,,2.5,50.0
,,1299,2.57274626,,,50.0,92,,,120000,6000,,
0.0007,0.002567470306530595,1300,2.58499344,-0.15735912322998047,6099,50.0,93,0.9964800628367811,0.009690552949905396,122000,6100,,
0.0007,0.0019856595899909735,1300,2.57973386,-0.14159154891967773,6199,50.0,95,0.9884229833260179,-0.006490805651992559,124000,6200,,
0.0007,0.0004945406690239906,,,-0.3595256805419922,6249,,,0.9924146039411426,-0.00015679048374295235,125000,,2.5,50.0
0.0007,0.000562837056349963,1300,2.5866161599999997,-0.5292653441429138,6299,50.0,96,0.9933153968304396,0.007079456001520157,126000,6300,,
0.0007,0.004578131251037121,1302,2.5620481799999997,-0.5056828856468201,6399,50.0,98,0.9800989888608456,0.030852342024445534,128000,6400,,
0.0007,0.0016734004020690918,,,-0.23135586082935333,6499,,,0.9925300949253142,0.014951704069972038,130000,,2.5,50.0
,,1300,2.4994714300000003,,,50.0,99,,,130000,6500,,
0.0007,0.0035297430586069822,1300,2.49001611,-0.3098200261592865,6599,50.0,101,0.9671060405671597,-0.02549777925014496,132000,6600,,
0.0007,0.0005667321966029704,1301,2.50897472,-0.28948599100112915,6699,50.0,102,0.9901028228923678,-0.008103922940790653,134000,6700,,
0.0007,0.0009681041119620204,,,-0.2111247032880783,6749,,,0.9979151152074337,0.001221716171130538,135000,,2.5,50.0
0.0007,0.0018280006479471922,1300,2.53447693,-0.3055291771888733,6799,50.0,104,0.9972985521890223,0.01514977402985096,136000,6800,,
0.0007,0.0001910954451886937,1301,2.52150859,-0.3020124137401581,6899,50.0,106,0.9961383724585176,-0.002928589005023241,138000,6900,,
0.0007,0.0003656575281638652,,,-0.16639065742492676,6999,,,0.998572010314092,-0.000512041908223182,140000,,2.5,50.0
,,1300,2.50610031,,,50.0,107,,,140000,7000,,
0.0007,0.00127283891197294,1302,2.5377770699999997,-0.1639658808708191,7099,50.0,109,0.994801907800138,0.0009333303314633667,142000,7100,,
0.0007,0.0010574996704235673,1302,2.52895996,-0.11489570140838623,7199,50.0,110,0.997128997463733,-0.009034437127411366,144000,7200,,
0.0007,0.0020514100324362516,,,-0.11819515377283096,7249,,,0.9849613513797522,0.0033079925924539566,145000,,2.5,50.0
0.0007,0.0020392832811921835,1302,2.52887346,-0.3076913058757782,7299,50.0,112,0.9982430593809113,0.02225547656416893,146000,7300,,
0.0007,0.000900712504517287,1302,2.52841083,-0.21186673641204834,7399,50.0,113,0.9898602040484548,-0.0006464572506956756,148000,7400,,
0.0007,0.0018513757968321443,,,-0.26943981647491455,7499,,,0.9899143660441041,0.011751790530979633,150000,,2.5,50.0
,,1302,2.5545817,,,50.0,115,,,150000,7500,,
0.0007,0.00017443099932279438,1303,2.57850056,-0.27241504192352295,7599,50.0,116,0.9968803008086979,8.475613867631182e-05,152000,7600,,
0.0007,0.001247741631232202,1304,2.59545503,-0.1514027863740921,7699,50.0,118,0.9972412989009172,0.0011037306394428015,154000,7700,,
0.0007,0.0001681252906564623,,,-0.09579914808273315,7749,,,0.9975391300395131,0.0037567629478871822,155000,,2.5,50.0
0.0007,0.0022438508458435535,1301,2.60629244,-0.1094789132475853,7799,50.0,119,0.9975908128544688,0.0010252479696646333,156000,7800,,
0.0007,0.021081168204545975,1302,2.61204518,-0.08039385080337524,7899,50.0,121,0.32459867000579834,-0.15601864457130432,158000,7900,,
0.0007,0.001301471027545631,,,-0.08301535993814468,7999,,,0.9922339953482151,-0.00048568457714281976,160000,,2.5,50.0
,,1301,2.5998064899999997,,,50.0,122,,,160000,8000,,
0.0007,0.00044060032814741135,1302,2.59061126,-0.14104709029197693,8099,50.0,124,0.998147725360468,-0.0005980607820674777,162000,8100,,
0.0007,0.00111961190123111,1303,2.5998100300000004,-0.1172894835472107,8199,50.0,125,0.996478904504329,0.0007898893090896308,164000,8200,,
0.0007,0.0014869959559291601,,,-0.12629851698875427,8249,,,0.9972115796990693,-0.0010171710746362805,165000,,2.5,50.0
0.0007,0.00010185535211348906,1302,2.6209116099999994,-0.14331185817718506,8299,50.0,127,0.9979807825293392,-1.0166011634282768e-05,166000,8300,,
0.0007,0.002249512355774641,1303,2.6186288299999996,-0.057402510195970535,8399,50.0,128,0.9838431719690561,0.0004416510055307299,168000,8400,,
0.0007,0.0007360597955994308,,,-0.025909816846251488,8499,,,0.987386666238308,-7.347948849201202e-05,170000,,2.5,50.0
,,1302,2.6221802000000003,,,50.0,130,,,170000,8500,,
0.0007,0.0008268005913123488,1303,2.6165245099999996,-0.011170622892677784,8599,50.0,131,0.9913944490253925,3.174999437760562e-05,172000,8600,,
0.0007,0.0017404798418283463,1304,2.6187369,-0.05680074170231819,8699,50.0,133,0.9944803365506232,-0.000428525498136878,174000,8700,,
0.0007,0.0009343434358015656,,,-0.02872452512383461,8749,,,0.9824656285345554,6.0631798987742513e-05,175000,,2.5,50.0
0.0007,0.00018375247600488365,1303,2.6044779400000007,-0.01510454248636961,8799,50.0,135,0.9963252670131624,1.4773720067751128e-05,176000,8800,,
0.0007,0.0003999757464043796,1304,2.6135923500000002,-0.028801148757338524,8899,50.0,136,0.9988906988874078,-8.585360774304718e-05,178000,8900,,
0.0007,0.006693449802696705,,,-0.0444476380944252,8999,,,0.973214078694582,0.02393520250916481,180000,,2.5266192,50.0
,,1304,2.6093860199999996,,,50.0,137,,,180000,9000,,
0.0007,0.00019539977074600756,1303,2.62041169,-0.04927149787545204,9099,50.0,139,0.995991351082921,8.631522359792143e-05,182000,9100,,
0.0007,0.003545049112290144,1304,2.6158227199999997,-0.007145124487578869,9199,50.0,141,0.9771124720573425,5.233201227383688e-05,184000,9200,,
0.0007,3.611466308939271e-05,,,-0.018244052305817604,9249,,,0.998574691475369,6.753636171197286e-06,185000,,2.5809958,50.0
0.0007,0.00022126226394902915,1303,2.62498637,-0.038132183253765106,9299,50.0,142,0.9920966932550073,-0.002890204545110464,186000,9300,,
0.0007,0.0008365116082131863,1303,2.6317739600000003,-0.034212060272693634,9399,50.0,144,0.9807098247110844,0.00016455078730359674,188000,9400,,
0.0007,0.031204521656036377,,,-0.021005243062973022,9499,,,0.14830166101455688,-0.06906919181346893,190000,,2.5702391999999996,50.0
,,1299,2.63897829,,,50.0,146,,,190000,9500,,
0.0007,0.006420857273042202,1298,2.6398136900000004,-0.013171573169529438,9599,50.0,147,0.960725050419569,0.00014911152538843453,192000,9600,,
0.0007,0.0004091254959348589,1298,2.6439363500000006,-0.011114293709397316,9699,50.0,149,0.9938218132592738,2.6614268790581264e-05,194000,9700,,
0.0007,0.0011437038192525506,,,-0.01589517667889595,9749,,,0.9763482790440321,-7.122454553609714e-05,195000,,2.5427636,50.0
0.0007,0.0017701808828860521,1297,2.64694709,-0.01052952278405428,9799,50.0,151,0.9832318536937237,5.9312435041647404e-05,196000,9800,,
0.0007,0.0007387817604467273,1298,2.64867137,-0.004920135252177715,9899,50.0,152,0.9916125722229481,1.629688085813541e-05,198000,9900,,
0.0007,0.00027603437774814665,,,-0.0050857169553637505,9999,,,0.9851023722440004,8.037932275328785e-06,200000,,2.5508442000000002,50.0
,,1298,2.6451690500000002,,,50.0,154,,,200000,10000,,
